"","dataset_name","severity_description.x","severity_level","Conclusion","second_buy","Label","battery","battery_category","X10_60","X10_75","X10_100","X10_125","X10_150","X40_60","X40_75","X40_100","X40_125","X40_150"
"25","2000mAh2-80S0C","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TP","35",1,"Rec","Lab/Generic",0.58235294117647,0.545454545454545,0.476556776556776,0.411781609195402,0.37210401891253,0.668253968253968,0.59537037037037,0.514754098360656,0.431007751937985,0.376276276
"26","500mAh1-100S0C","No effect, local heating, internal discharge – 2",2,"TP","92.5",1,"Rec","Lab/Generic",0.593464052287582,0.544444444444445,0.478388278388278,0.421264367816092,0.38628841607565,0.647619047619047,0.577777777777778,0.49016393442623,0.423643410852713,0.387987988
"27","500mAh1-20S0C","No effect, local heating, internal discharge – 2",2,"FP","-9999",2,"Rec","Lab/Generic",0.410457516339869,0.360606060606061,0.296703296703297,0.260057471264368,0.238770685579196,0.379365079365079,0.25462962962963,0.259562841530055,0.255426356589147,0.23963964
"28","500mAh1-40S0C","No effect, local heating, internal discharge – 2",2,NA,"69.1",2,"Rec","Lab/Generic",0.422875816993464,0.413131313131313,0.318681318681319,0.25,0.205910165484634,0.414285714285714,0.362037037037037,0.24207650273224,0.210077519379845,0.196696697
"29","500mAh1-60S0C","No effect, local heating, internal discharge – 2",2,"TP","82.8",1,"Rec","Lab/Generic",0.47516339869281,0.422727272727273,0.37985347985348,0.34683908045977,0.316784869976359,0.625396825396825,0.535185185185185,0.446994535519126,0.397286821705426,0.36006006
"30","500mAh1-80S0C","No effect, local heating, internal discharge – 2",2,"TP","93.5",1,"Rec","Lab/Generic",0.531372549019608,0.464646464646465,0.39010989010989,0.362068965517241,0.324822695035461,0.598412698412698,0.538888888888889,0.455737704918033,0.410077519379845,0.355855856
"31","500mAh2-100S0C","No effect, local heating, internal discharge – 2",2,"TP","103.2",1,"Rec","Lab/Generic",0.513071895424837,0.483838383838384,0.416117216117216,0.359770114942529,0.321985815602837,0.546031746031746,0.492592592592593,0.408196721311475,0.35891472868217,0.315915916
"32","500mAh2-20S0C","No effect, local heating, internal discharge – 2",2,"TP","89.8",1,"Rec","Lab/Generic",0.683006535947712,0.592929292929293,0.488278388278388,0.383045977011494,0.315130023640662,0.668253968253968,0.536111111111111,0.421311475409836,0.365503875968992,0.314414414
"33","500mAh2-40S0C","No effect, local heating, internal discharge – 2",2,"TP","97",1,"Rec","Lab/Generic",0.66797385620915,0.589393939393939,0.493772893772894,0.422988505747126,0.366666666666667,0.587301587301587,0.505555555555556,0.456830601092896,0.386821705426357,0.365165165
"34","500mAh2-60S0C","No effect, local heating, internal discharge – 2",2,"TP","105.8",1,"Rec","Lab/Generic",0.274509803921569,0.292929292929293,0.317948717948718,0.283908045977011,0.263829787234043,0.417460317460317,0.366666666666667,0.360109289617486,0.325968992248062,0.290990991
"35","500mAh2-80S0C","No effect, local heating, internal discharge – 2",2,"TP","113.4",1,"Rec","Lab/Generic",0.494117647058823,0.381818181818182,0.290842490842491,0.285057471264368,0.273522458628842,0.501587301587301,0.359259259259259,0.328415300546448,0.317829457364341,0.294894895
"36","500mAh3-100S0C","No effect, local heating, internal discharge – 2",2,"TP","124",1,"Rec","Lab/Generic",0.523529411764706,0.468181818181818,0.396336996336996,0.335632183908046,0.325295508274232,0.59047619047619,0.528703703703704,0.427868852459016,0.361240310077519,0.342342342
"37","500mAh3-20S0C","No effect, local heating, internal discharge – 2",2,"FP","101",0,"Rec","Lab/Generic",0.634640522875817,0.585858585858586,0.515384615384615,0.467816091954023,0.41725768321513,0.688888888888889,0.568518518518519,0.477049180327869,0.424031007751938,0.36966967
"38","500mAh3-40S0C","No effect, local heating, internal discharge – 2",2,"TP","115.4",1,"Rec","Lab/Generic",0.568627450980392,0.525757575757576,0.451648351648352,0.397126436781609,0.345862884160757,0.649206349206349,0.593518518518519,0.508196721311476,0.438372093023256,0.365465465
"39","500mAh3-60S0C","No effect, local heating, internal discharge – 2",2,"FP","103.5",0,"Rec","Lab/Generic",0.594117647058823,0.496464646464646,0.43040293040293,0.33764367816092,0.310874704491726,0.603174603174603,0.521296296296296,0.42568306010929,0.352325581395349,0.296096096
"40","500mAh3-80S0C","No effect, local heating, internal discharge – 2",2,"TP","119.3",1,"Rec","Lab/Generic",0.588888888888889,0.520707070707071,0.43003663003663,0.373275862068966,0.330496453900709,0.626984126984127,0.552777777777778,0.440437158469945,0.387209302325581,0.345045045
"41","LCO-LP-6400mAh-100SOC-cell1","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","24.8",1,"LCO","Lab/Custom",0.405228758169935,0.376262626262626,0.284981684981685,0.25,0.224822695035461,0.568253968253968,0.444444444444444,0.37103825136612,0.313953488372093,0.26893714
"42","LCO-LP-6400mAh-100SOC-cell2","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","21.3",1,"LCO","Lab/Custom",0.283660130718954,0.219191919191919,0.158974358974359,0.124712643678161,0.102600472813239,0.287301587301587,0.198148148148148,0.14207650273224,0.12984496124031,0.09371894
"43","LCO-LP-6400mAh-80SOC-Cell3","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","31.8",1,"LCO","Lab/Custom",0.412418300653595,0.409595959595959,0.364835164835165,0.333620689655172,0.306146572104019,0.571428571428571,0.512962962962963,0.480874316939891,0.426744186046512,0.35324232
"44","LCO-LP6400mAh-80SOC-cell4","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","75.5",1,"LCO","Lab/Custom",0.548366013071895,0.498484848484849,0.448351648351648,0.391954022988506,0.340425531914893,0.625396825396825,0.544444444444445,0.459562841530055,0.383333333333333,0.334312325
"45","LFP10Ah-60SOC-Cell17","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"FP","130.9",0,"LCFP","Commercial (LFP)",0.541830065359477,0.505050505050505,0.437728937728938,0.378735632183908,0.317730496453901,0.644444444444444,0.528703703703704,0.473224043715847,0.375193798449612,0.321921922
"46","OE-10Ahr-NMC-0SOC-cell1","Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,NA,"129.1",2,"NMC","Commercial (NMC)",0.517647058823529,0.432828282828283,0.364102564102564,0.314080459770115,0.295035460992908,0.523809523809524,0.473148148148148,0.376502732240437,0.346511627906977,0.303128947
"47","OE-10Ahr-NMC-0SOC-cell2","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,NA,"177.6",2,"NMC","Commercial (NMC)",0.62156862745098,0.559090909090909,0.436996336996337,0.351149425287356,0.300472813238771,0.603174603174603,0.521296296296296,0.392896174863388,0.338372093023256,0.295795796
"48","OE-10Ahr-NMC-100SOC-cell10","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,NA,"164.1",2,"NMC","Commercial (NMC)",0.258169934640523,0.269191919191919,0.226739926739927,0.177873563218391,0.146335697399527,0.384126984126984,0.271296296296296,0.190163934426229,0.134883720930233,0.0832142
"49","OE-10Ahr-NMC-100SOC-cell11","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","184.4",1,"NMC","Commercial (NMC)",0.179738562091503,0.138888888888889,0.100732600732601,0.100732600732601,0.100732600732601,0.0952380952380952,0.0657407407407407,0.0710382513661202,0.086046511627907,0.071892437
"50","OE-10Ahr-NMC-40SOC-cell1","Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,"TP","172.9",1,"NMC","Commercial (NMC)",0.51437908496732,0.425252525252525,0.345054945054945,0.297988505747126,0.273758865248227,0.614285714285714,0.468518518518519,0.352459016393443,0.325581395348837,0.293284911
"51","OE-10AHr-NMC-40SOC-Cell4","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TP","186.7",1,"NMC","Commercial (NMC)",0.541176470588235,0.497979797979798,0.446886446886447,0.382758620689655,0.337115839243499,0.719047619047619,0.585185185185185,0.483060109289618,0.423255813953488,0.373873874
"52","OE-10Ahr-NMC-70SOC-cell6","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","168.4",1,"NMC","Commercial (NMC)",0.464705882352941,0.411616161616162,0.31978021978022,0.250862068965517,0.206382978723404,0.547619047619048,0.434259259259259,0.271584699453552,0.192635658914729,0.153291479
"53","OE-10Ahr-NMC-70SOC-cell7","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","168.3",1,"NMC","Commercial (NMC)",0.148148148148148,0.145959595959596,0.105860805860806,0.0830459770114943,0.083028083028083,0.196825396825397,0.248148148148148,0.146448087431694,0.103875968992248,0.04891735
"54","OE-10Ahr-NMC-80SOC-cell8","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","162",1,"NMC","Commercial (NMC)",0.463398692810457,0.358080808080808,0.25970695970696,0.203735632183908,0.167612293144208,0.665079365079365,0.387962962962963,0.22896174863388,0.162403100775194,0.13232123
"55","OE-10Ahr-NMC-80SOC-Cell9","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"FP","172.1",1,"NMC","Commercial (NMC)",0.16797385620915,0.12979797979798,0.0941391941391941,0.0738505747126437,0.0607565011820331,0.168253968253968,0.0981481481481481,0.0628415300546448,0.0445736434108527,0.013892174
"56","OE-LCO-6270mAh-40SOC","Moderate effect, extended joule heating, local reactions (limited spread) – 4",NA,"DID NOT DETECT EARLY","58.7",2,"LCO","Commercial (LCO)",0.526143790849673,0.489393939393939,0.442490842490842,0.406609195402299,0.364775413711584,0.614285714285714,0.574074074074074,0.466666666666667,0.415891472868217,0.372319847
"57","OE-LCO-6340mAh-0SOC","No effect, instant local Joule heating, no internal discharge – 1",1,NA,"78.8",2,"LCO","Commercial (LCO)",0.339869281045752,0.354545454545455,0.361538461538461,0.31551724137931,0.294089834515366,0.553968253968254,0.457407407407407,0.421857923497268,0.356589147286822,0.321921922
"58","OE-LCO-6400mAh-20SOC","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TP","68.4",1,"LCO","Commercial (LCO)",0.401307189542484,0.361616161616162,0.343223443223443,0.337931034482759,0.319148936170213,0.507936507936508,0.42962962962963,0.408196721311475,0.37984496124031,0.351951952
"59","OE-LCO-6470mAh-60SOC","Physical effect (pouch swelling), rupture of pouch, gas release –  6",6,"TP","89.6",1,"LCO","Commercial (LCO)",0.394117647058824,0.384848484848485,0.356776556776557,0.304885057471264,0.270685579196217,0.587301587301587,0.556481481481482,0.460655737704918,0.377519379844961,0.313819732
"60","OE-LCO-6490mAh-60SOC","Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,"FN","80.2",1,"LCO","Commercial (LCO)",0.515686274509804,0.416666666666667,0.36996336996337,0.324712643678161,0.274231678486998,0.625396825396825,0.566666666666667,0.43224043715847,0.367829457364341,0.343819573
"61","OE-LCO-6500mAh-20SOC","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TP","69.4",1,"LCO","Commercial (LCO)",0.48562091503268,0.432828282828283,0.372161172161172,0.339942528735632,0.310874704491726,0.615873015873016,0.542592592592593,0.46448087431694,0.407751937984496,0.363963964
"62","OE-LCO-6500mAh-40SOC","Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,"TP","55.9",1,"LCO","Commercial (LCO)",0.454248366013072,0.392929292929293,0.342124542124542,0.325862068965517,0.307801418439716,0.536507936507936,0.539814814814815,0.421857923497268,0.376744186046512,0.32897321
"63","OE-LCO-6550mAh-20SOC","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TP","63.9",1,"LCO","Commercial (LCO)",0.27516339869281,0.27020202020202,0.283150183150183,0.263505747126437,0.253900709219858,0.526984126984127,0.464814814814815,0.404371584699454,0.345736434108527,0.315015015
"64","OE-LCO-6560mAh-0SOC","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TP","63.9",1,"LCO","Commercial (LCO)",0.46797385620915,0.44040404040404,0.384615384615385,0.338218390804598,0.298345153664303,0.704761904761904,0.580555555555556,0.462295081967213,0.393410852713178,0.351651652
"65","OE-LFP-cell14-60SOC-10Ah","No effect, local heating, internal discharge – 2",2,"TP","-1.2",1,"LFP","Commercial (LFP)",0.430065359477124,0.387373737373737,0.337362637362637,0.314655172413793,0.271631205673759,0.46031746031746,0.486111111111111,0.404918032786885,0.357751937984496,0.316216216
"66","OE-LFP10Ah-0SOC-cell10","No effect, local heating, internal discharge – 2",2,"FP","-9999",1,"LFP","Commercial (LFP)",0.429411764705882,0.380808080808081,0.325641025641026,0.277298850574713,0.243971631205674,0.680952380952381,0.571296296296296,0.409836065573771,0.324031007751938,0.279279279
"67","OE-LFP10Ah-0SOC-cell9","No effect, local heating, internal discharge – 2",2,"TP","119.2",1,"LFP","Commercial (LFP)",0.629411764705882,0.581313131313131,0.492673992673993,0.424712643678161,0.368085106382979,0.682539682539682,0.60462962962963,0.483606557377049,0.42093023255814,0.36966967
"68","OE-LFP10Ah-100SOC-cell1","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"FP","-9999",0,"LFP","Commercial (LFP)",0.618300653594771,0.571212121212121,0.456043956043956,0.363218390804598,0.298817966903073,0.692063492063492,0.57962962962963,0.448633879781421,0.372868217054264,0.288888889
"69","OE-LFP10Ah-100SOC-cell12","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"FP","32.5",0,"LFP","Commercial (LFP)",0.552287581699346,0.50959595959596,0.460805860805861,0.430172413793104,0.385106382978723,0.674603174603174,0.55462962962963,0.4775956284153,0.431395348837209,0.373873874
"70","OE-LFP10Ah-100SOC-cell2","No effect, local heating, internal discharge – 2",2,"FP","-9999",0,"LFP","Commercial (LFP)",0.609803921568627,0.586363636363636,0.513919413919414,0.448563218390805,0.386524822695035,0.617460317460317,0.568518518518518,0.465027322404372,0.393023255813953,0.35045045
"71","OE-LFP10Ah-20SOC","No effect, local heating, internal discharge – 2",2,"FP","-9999",1,"LFP","Commercial (LFP)",0.571241830065359,0.511616161616162,0.44981684981685,0.413505747126437,0.380851063829787,0.612698412698413,0.562037037037037,0.470491803278689,0.415503875968992,0.373573574
"72","OE-LFP10Ah-40SOC-cell7","No effect, local heating, internal discharge – 2",2,"TP","135.3",1,"LFP","Commercial (LFP)",0.596078431372549,0.525252525252525,0.452747252747253,0.392528735632184,0.350591016548463,0.665079365079365,0.596296296296296,0.49016393442623,0.395736434108527,0.364264264
"73","OE-LFP10Ah-40SOC-cell8","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TP","151.7",1,"LFP","Commercial (LFP)",0.612418300653595,0.537878787878788,0.465201465201465,0.426436781609195,0.397163120567376,0.668253968253968,0.603703703703704,0.503825136612022,0.426356589147287,0.386186186
"74","OE-LFP10Ah-60SOC","No effect, local heating, internal discharge – 2",2,"FP","-16.6",0,"LFP","Commercial (LFP)",0.426143790849673,0.364646464646465,0.376190476190476,0.345114942528736,0.328368794326241,0.696825396825397,0.576851851851852,0.507103825136612,0.427131782945736,0.387387387
"75","OE-LFP10Ah-70SOC-cell5","No effect, local heating, internal discharge – 2",2,"FP","133.7",0,"LFP","Commercial (LFP)",0.466666666666667,0.454040404040404,0.411355311355311,0.35919540229885,0.314657210401891,0.495238095238095,0.427777777777778,0.401639344262295,0.35,0.301801802
"76","OE-LFP10Ah-70SOC-cell6","No effect, local heating, internal discharge – 2",2,"FP","-9999",0,"LFP","Commercial (LFP)",0.567320261437908,0.494444444444444,0.398534798534798,0.335919540229885,0.309456264775414,0.652380952380952,0.551851851851852,0.467213114754098,0.362403100775194,0.304804805
"77","OE-LFP10Ah-80SOC-cell13","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,NA,"27.7",2,"LFP","Commercial (LFP)",0.37843137254902,0.343434343434344,0.288644688644689,0.266954022988506,0.265011820330969,0.676190476190477,0.547222222222222,0.399453551912568,0.337984496124031,0.31951952
"78","OE-LFP10Ah-80SOC-Cell15","No effect, local heating, internal discharge – 2",2,"TP","149.6",1,"LFP","Commercial (LFP)",0.573202614379085,0.518181818181818,0.413553113553114,0.364080459770115,0.322695035460993,0.703174603174603,0.578703703703704,0.42896174863388,0.36937984496124,0.327927928
"79","OE-LFP10Ah-80SOC-cell3","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"FP","128.3",0,"LFP","Commercial (LFP)",0.635294117647059,0.568181818181818,0.484249084249084,0.435057471264368,0.407565011820331,0.712698412698412,0.571296296296296,0.487431693989071,0.41937984496124,0.387987988
"80","OE-LFP10Ah-80SOC-cell4","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TN","-9999",0,"LFP","Commercial (LFP)",0.442483660130719,0.391919191919192,0.322344322344322,0.289655172413793,0.278959810874705,0.595238095238095,0.536111111111111,0.426229508196721,0.365891472868217,0.335135135
"81","OE-NMC10Ah-20SOC","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TN","-9999",0,"NMC","Commercial (NMC)",0.573202614379085,0.519191919191919,0.435897435897436,0.38764367816092,0.350118203309693,0.641269841269841,0.580555555555555,0.497267759562842,0.434496124031008,0.383483483
"82","OE-NMC10Ah-20SOC-cell2","Moderate effect, extended joule heating, local reactions (no spread) – 3",3,"TP","35.9",1,"NMC","Commercial (NMC)",0.53202614379085,0.50959595959596,0.45054945054945,0.417241379310345,0.374940898345154,0.63968253968254,0.565740740740741,0.473770491803279,0.433720930232558,0.378678679
"83","OE-NMC10Ah-45SOC","Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,"FP","-9999",1,"NMC","Commercial (NMC)",0.46797385620915,0.418686868686869,0.411721611721612,0.378448275862069,0.359574468085106,0.561904761904762,0.537037037037037,0.444262295081967,0.398062015503876,0.313819749
"84","OE-NMC10Ah-45SOC-cell2","Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,"TP","13.1",1,"NMC","Commercial (NMC)",0.447712418300654,0.401515151515151,0.387179487179487,0.361206896551724,0.336879432624114,0.523809523809524,0.501851851851852,0.426229508196721,0.381782945736434,0.34312313
"85","OE-NMC10Ah-50SOC","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"FN","-19.1",1,"NMC","Commercial (NMC)",0.549019607843137,0.493434343434344,0.423076923076923,0.382183908045977,0.339007092198582,0.577777777777778,0.475925925925926,0.431147540983607,0.391472868217054,0.362398147
"86","OE-NMC10Ah-60SOC","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","-2.8",1,"NMC","Commercial (NMC)",0.379084967320261,0.304040404040404,0.229304029304029,0.22816091954023,0.227186761229314,0.396825396825397,0.362037037037037,0.2775956284153,0.281007751937984,0.243897321
"87","Soetria-80SOC-cell3","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","43.1",1,"SO","Soteria",0.162091503267974,0.179292929292929,0.157875457875458,0.169540229885057,0.152245862884161,0.311111111111111,0.286111111111111,0.226229508196721,0.222093023255814,0.334987132
"88","Soetria-Control-45SOC-cell1","Physical effect (pouch swelling), rupture of pouch, gas release –  6",6,"TP","47.1",1,"SO","Soteria (Control)",0.315032679738562,0.306060606060606,0.249084249084249,0.255459770114942,0.249172576832151,0.403174603174603,0.373148148148148,0.316939890710383,0.296899224806202,0.31099394
"89","Sorteria-100SOC-cell1","No effect, instant local Joule heating, no internal discharge – 1",1,"FP","-9999",0,"SO","Soteria",0.437908496732026,0.373232323232323,0.298168498168498,0.250287356321839,0.219148936170213,0.657142857142857,0.507407407407407,0.348087431693989,0.287209302325581,0.255555556
"90","Sorteria-100SOC-cell2","No effect, instant local Joule heating, no internal discharge – 1",1,"FP","-9999",0,"SO","Soteria",0.366666666666667,0.364141414141414,0.275091575091575,0.215804597701149,0.177541371158392,0.384126984126984,0.372222222222222,0.25792349726776,0.201937984496124,0.163663664
"91","Sorteria-Control-100SOC-cell1","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","100.3",1,"SO","Soteria (Control)",0.415032679738562,0.361111111111111,0.295238095238095,0.256034482758621,0.216784869976359,0.384126984126984,0.264814814814815,0.252459016393443,0.17906976744186,0.388239175
"92","Sorteria-Control-100SOC-cell2","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","100.3",1,"SO","Soteria (Control)",0.149019607843137,0.115151515151515,0.154945054945055,0.172126436781609,0.143498817966903,0.238095238095238,0.185185185185185,0.224043715846995,0.227131782945736,0.34109348
"93","Sorteria-control-20SOC-cell1","Physical effect (pouch swelling), extended joule heating, local reactions – 5",5,"TP","110.5",1,"SO","Soteria (Control)",0.349019607843137,0.319191919191919,0.288644688644689,0.257183908045977,0.224113475177305,0.6,0.483333333333333,0.370491803278689,0.304263565891473,0.17431289
"94","Sorteria-control-40SOC-cell2","Physical effect (pouch swelling), rupture of pouch, gas release –  6",6,"TP","59.6",1,"SO","Soteria (Control)",0.377777777777778,0.307070707070707,0.222710622710623,0.203448275862069,0.195035460992908,0.544444444444444,0.432407407407407,0.283606557377049,0.255426356589147,0.2732423
"95","Sorteria-Control-60SOC-cell1","Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,"TP","47.6",1,"SO","Soteria (Control)",0.572549019607843,0.524747474747475,0.461538461538462,0.389942528735632,0.345390070921986,0.711111111111111,0.60462962962963,0.497814207650273,0.390697674418605,0.19138297
